dive_id|calibration_dive_id|camera_id|model|known_length_m|length_m|depth_m|dot|leid|pos|ax|km
66|83|10|Snook|0.455|0.412817567366683|1.830470323562622|2038.4448339539301;1360.907405600756|21|[-0.029473014175891876, -0.09940780699253082, 0.0]|[0.02901473641395569, 0.013735744170844555, 0.9994845986366272]|[[2841.3712142828917, 0.0, 2004.355023481056], [0.0, 2863.7600731700495, 1476.2484742699291], [0.0, 0.0, 1.0]]
66|83|10|Snook|0.455|0.42982125426715934|1.6611964702606201|2032.1939851524648;1345.607651590406|21|[-0.029473014175891876, -0.09940780699253082, 0.0]|[0.02901473641395569, 0.013735744170844555, 0.9994845986366272]|[[2841.3712142828917, 0.0, 2004.355023481056], [0.0, 2863.7600731700495, 1476.2484742699291], [0.0, 0.0, 1.0]]
66|83|10|Snook|0.455|0.4375562397206184|1.647630214691162|2032.406652610421;1343.9725549661434|21|[-0.029473014175891876, -0.09940780699253082, 0.0]|[0.02901473641395569, 0.013735744170844555, 0.9994845986366272]|[[2841.3712142828917, 0.0, 2004.355023481056], [0.0, 2863.7600731700495, 1476.2484742699291], [0.0, 0.0, 1.0]]
66|83|10|Snook|0.455|0.4378712219294786|1.6511561870574951|2032.7766428840268;1344.254382020326|21|[-0.029473014175891876, -0.09940780699253082, 0.0]|[0.02901473641395569, 0.013735744170844555, 0.9994845986366272]|[[2841.3712142828917, 0.0, 2004.355023481056], [0.0, 2863.7600731700495, 1476.2484742699291], [0.0, 0.0, 1.0]]
66|83|10|Snook|0.455|0.4070727739218568|1.7384110689163208|2035.1959307448956;1352.9609325232987|21|[-0.029473014175891876, -0.09940780699253082, 0.0]|[0.02901473641395569, 0.013735744170844555, 0.9994845986366272]|[[2841.3712142828917, 0.0, 2004.355023481056], [0.0, 2863.7600731700495, 1476.2484742699291], [0.0, 0.0, 1.0]]
66|83|10|Snook|0.455|0.33392214034912543|1.7174961566925049|2035.0121993797898;1350.8309005055082|21|[-0.029473014175891876, -0.09940780699253082, 0.0]|[0.02901473641395569, 0.013735744170844555, 0.9994845986366272]|[[2841.3712142828917, 0.0, 2004.355023481056], [0.0, 2863.7600731700495, 1476.2484742699291], [0.0, 0.0, 1.0]]
66|83|10|Snook|0.455|0.3159260205019322|1.7157938480377197|2034.1963367572173;1350.920944793342|21|[-0.029473014175891876, -0.09940780699253082, 0.0]|[0.02901473641395569, 0.013735744170844555, 0.9994845986366272]|[[2841.3712142828917, 0.0, 2004.355023481056], [0.0, 2863.7600731700495, 1476.2484742699291], [0.0, 0.0, 1.0]]
66|83|10|Snook|0.455|0.3644653551199609|1.7787203788757324|2036.7931855504307;1356.4996141027245|21|[-0.029473014175891876, -0.09940780699253082, 0.0]|[0.02901473641395569, 0.013735744170844555, 0.9994845986366272]|[[2841.3712142828917, 0.0, 2004.355023481056], [0.0, 2863.7600731700495, 1476.2484742699291], [0.0, 0.0, 1.0]]
66|83|10|Snook|0.455|0.3498868528429898|1.792510747909546|2037.0850960823584;1357.749750035484|21|[-0.029473014175891876, -0.09940780699253082, 0.0]|[0.02901473641395569, 0.013735744170844555, 0.9994845986366272]|[[2841.3712142828917, 0.0, 2004.355023481056], [0.0, 2863.7600731700495, 1476.2484742699291], [0.0, 0.0, 1.0]]
66|83|10|Snook|0.455|0.3541063765413306|1.7830054759979248|2036.768756352276;1356.92449622786|21|[-0.029473014175891876, -0.09940780699253082, 0.0]|[0.02901473641395569, 0.013735744170844555, 0.9994845986366272]|[[2841.3712142828917, 0.0, 2004.355023481056], [0.0, 2863.7600731700495, 1476.2484742699291], [0.0, 0.0, 1.0]]
